Type,d,d_grp,fd
All,1089,"(1088, 1089]",1.357973271139091e-06
All,1090,"(1089, 1090]",3.7946059057532585e-06
All,1091,"(1090, 1091]",3.3875200345389482e-06
All,1092,"(1091, 1092]",7.207508402022419e-06
All,1093,"(1092, 1093]",4.436396112662298e-06
All,1094,"(1093, 1094]",3.411212307018055e-06
All,1095,"(1094, 1095]",6.759196774850756e-06
All,1096,"(1095, 1096]",1.594448575416651e-05
All,1097,"(1096, 1097]",1.1461493530122796e-05
All,1098,"(1097, 1098]",8.849140525913186e-06
All,1099,"(1098, 1099]",1.3218547706369214e-05
All,1100,"(1099, 1100]",6.593663315383813e-06
All,1101,"(1100, 1101]",3.6002975513044785e-06
All,1102,"(1101, 1102]",2.0192047828169208e-06
All,1103,"(1102, 1103]",1.3452078470079546e-05
All,1104,"(1103, 1104]",9.302069982290689e-06
All,1105,"(1104, 1105]",1.092591547397293e-05
All,1106,"(1105, 1106]",1.9885465159295007e-05
All,1107,"(1106, 1107]",1.914919593412026e-05
All,1108,"(1107, 1108]",1.0010658337715303e-05
All,1109,"(1108, 1109]",1.5045788668484309e-05
All,1110,"(1109, 1110]",8.583506878929604e-06
All,1111,"(1110, 1111]",2.8378450308636986e-06
All,1112,"(1111, 1112]",1.9514389230191166e-06
All,1113,"(1112, 1113]",5.727663910614609e-06
All,1114,"(1113, 1114]",3.7617548583835794e-06
All,1115,"(1114, 1115]",7.245256394087715e-06
All,1116,"(1115, 1116]",2.7827421952722477e-06
All,1117,"(1116, 1117]",4.979872816386553e-06
All,1118,"(1117, 1118]",9.443039866272995e-06
All,1119,"(1118, 1119]",5.057777807665641e-06
All,1120,"(1119, 1120]",3.071313267309286e-06
All,1121,"(1120, 1121]",2.1944521232893486e-06
All,1122,"(1121, 1122]",3.3991922435945984e-06
All,1123,"(1122, 1123]",8.951452089108623e-06
All,1124,"(1123, 1124]",1.07865541056354e-06
All,1125,"(1124, 1125]",2.0176285569399006e-06
All,1126,"(1125, 1126]",9.969385462836153e-06
All,1127,"(1126, 1127]",1.5875474712283466e-05
All,1128,"(1127, 1128]",1.1651754541518732e-06
All,1129,"(1128, 1129]",1.5679221205861939e-06
All,1130,"(1129, 1130]",7.054605572979536e-06
All,1131,"(1130, 1131]",1.2438752576465107e-05
All,1132,"(1131, 1132]",7.500221523351455e-06
All,1133,"(1132, 1133]",5.0059140766592835e-06
All,1134,"(1133, 1134]",2.437815444471939e-05
All,1135,"(1134, 1135]",7.561180771783014e-06
All,1136,"(1135, 1136]",1.234197067651869e-05
All,1137,"(1136, 1137]",6.183883893912438e-06
All,1138,"(1137, 1138]",7.75545189268615e-06
All,1139,"(1138, 1139]",2.6058710914996666e-06
All,1140,"(1139, 1140]",2.836835097884193e-06
All,1141,"(1140, 1141]",2.945795802141525e-06
All,1142,"(1141, 1142]",2.796950630700444e-06
All,1143,"(1142, 1143]",1.8936993637815063e-05
All,1144,"(1143, 1144]",3.0231929508333133e-06
All,1145,"(1144, 1145]",6.6004634752756985e-06
All,1146,"(1145, 1146]",3.652399197382016e-06
All,1147,"(1146, 1147]",3.531474609708694e-06
All,1148,"(1147, 1148]",4.660153086718957e-06
All,1149,"(1148, 1149]",6.357092339946084e-06
All,1150,"(1149, 1150]",4.752221850197754e-06
All,1151,"(1150, 1151]",2.7039972178092174e-06
All,1152,"(1151, 1152]",4.4464965455928445e-06
All,1153,"(1152, 1153]",1.1855337062477954e-05
All,1154,"(1153, 1154]",2.806192340459702e-06
All,1155,"(1154, 1155]",5.429997378922922e-06
All,1156,"(1155, 1156]",3.7822550655659105e-06
All,1157,"(1156, 1157]",1.5170610577505141e-05
All,1158,"(1157, 1158]",6.771107572092881e-06
All,1159,"(1158, 1159]",2.9647596713439126e-06
All,1160,"(1159, 1160]",5.194710397183444e-06
All,1161,"(1160, 1161]",3.995317525628335e-06
All,1162,"(1161, 1162]",2.648441727694513e-06
All,1163,"(1162, 1163]",4.526068056285812e-06
All,1164,"(1163, 1164]",3.444692680876188e-06
All,1165,"(1164, 1165]",2.53981121284247e-06
All,1166,"(1165, 1166]",3.637044887694082e-06
All,1167,"(1166, 1167]",4.643226797335989e-06
All,1168,"(1167, 1168]",7.663605204906683e-06
All,1169,"(1168, 1169]",3.9303737773144616e-06
All,1170,"(1169, 1170]",6.140581608156796e-06
All,1171,"(1170, 1171]",4.7511594207643914e-06
All,1172,"(1171, 1172]",2.6002500870670463e-06
All,1173,"(1172, 1173]",9.305200928237012e-06
All,1174,"(1173, 1174]",1.9988348773708294e-05
All,1175,"(1174, 1175]",1.4275395886401999e-05
All,1176,"(1175, 1176]",3.277896879448049e-05
All,1177,"(1176, 1177]",3.669042081578888e-05
All,1178,"(1177, 1178]",1.5246142404172589e-05
All,1179,"(1178, 1179]",6.62044831722881e-06
All,1180,"(1179, 1180]",1.922373063811547e-05
All,1181,"(1180, 1181]",1.4992633804571682e-05
All,1182,"(1181, 1182]",3.6011552243555016e-06
All,1183,"(1182, 1183]",2.667237293844021e-06
All,1184,"(1183, 1184]",4.14339842110151e-06
All,1185,"(1184, 1185]",7.270489320225275e-06
All,1186,"(1185, 1186]",5.251514174350782e-06
All,1187,"(1186, 1187]",6.106303378099274e-06
All,1188,"(1187, 1188]",4.301760595272067e-06
All,1189,"(1188, 1189]",3.1364717721624173e-06
All,1190,"(1189, 1190]",8.567238283570312e-06
All,1191,"(1190, 1191]",7.416786071124918e-06
All,1192,"(1191, 1192]",6.47767042467454e-06
All,1193,"(1192, 1193]",3.2837537705573333e-06
All,1194,"(1193, 1194]",2.817885473323892e-06
All,1195,"(1194, 1195]",3.834448969168877e-06
All,1196,"(1195, 1196]",8.637687408132568e-06
All,1197,"(1196, 1197]",8.356769511152465e-06
All,1198,"(1197, 1198]",6.598521332391211e-06
All,1199,"(1198, 1199]",6.134157909801818e-06
All,1200,"(1199, 1200]",1.21276826529673e-05
All,1201,"(1200, 1201]",2.882452779156875e-05
All,1202,"(1201, 1202]",1.5904795457543383e-05
All,1203,"(1202, 1203]",1.0497215405407934e-05
All,1204,"(1203, 1204]",6.080958241242741e-06
All,1205,"(1204, 1205]",2.8830217155661046e-06
All,1206,"(1205, 1206]",4.2981162144920475e-06
All,1207,"(1206, 1207]",2.471906677815488e-06
All,1208,"(1207, 1208]",2.6928426016039977e-06
All,1209,"(1208, 1209]",4.721058010940518e-06
All,1210,"(1209, 1210]",2.9631244551472287e-06
All,1211,"(1210, 1211]",4.561265118574284e-06
All,1212,"(1211, 1212]",4.577938598913494e-06
All,1213,"(1212, 1213]",3.3585881523667578e-06
All,1214,"(1213, 1214]",1.0465470212337502e-05
All,1215,"(1214, 1215]",4.458822682458816e-06
All,1216,"(1215, 1216]",7.123106469796461e-06
All,1217,"(1216, 1217]",1.4749457605629315e-05
All,1218,"(1217, 1218]",5.427604712789463e-06
All,1219,"(1218, 1219]",2.671210177278071e-05
All,1220,"(1219, 1220]",4.9303746843345665e-06
All,1221,"(1220, 1221]",5.169219534932925e-06
All,1222,"(1221, 1222]",2.781272344015235e-05
All,1223,"(1222, 1223]",3.996219352121566e-06
All,1224,"(1223, 1224]",8.356611316093291e-06
All,1225,"(1224, 1225]",2.0854442687040763e-06
All,1226,"(1225, 1226]",6.363833036771528e-06
All,1227,"(1226, 1227]",5.939435574868215e-06
All,1228,"(1227, 1228]",6.289479975151569e-06
All,1229,"(1228, 1229]",1.2110649674163077e-05
All,1230,"(1229, 1230]",2.8227484974297876e-05
All,1231,"(1230, 1231]",8.862670036279999e-06
All,1232,"(1231, 1232]",4.822200880620883e-06
All,1233,"(1232, 1233]",5.2219355064143615e-06
All,1234,"(1233, 1234]",1.679899691978092e-05
All,1235,"(1234, 1235]",1.540116594737135e-05
All,1236,"(1235, 1236]",3.4657430631990245e-06
All,1237,"(1236, 1237]",1.535297567287683e-05
All,1238,"(1237, 1238]",5.059904456269769e-06
All,1239,"(1238, 1239]",7.100999575605388e-06
All,1240,"(1239, 1240]",2.8061018603677708e-06
All,1241,"(1240, 1241]",3.0304160426955883e-06
All,1242,"(1241, 1242]",1.6576129989416738e-06
All,1243,"(1242, 1243]",1.296793616115932e-06
All,1244,"(1243, 1244]",1.0920235594797298e-05
All,1245,"(1244, 1245]",2.417751924274723e-06
All,1246,"(1245, 1246]",2.8365969769634607e-06
All,1247,"(1246, 1247]",1.8691150213966437e-06
All,1248,"(1247, 1248]",5.509293431775208e-06
All,1249,"(1248, 1249]",8.391578523424982e-07
All,1250,"(1249, 1250]",2.602185684726413e-07
All,1251,"(1250, 1251]",1.2362350925493476e-06
All,1252,"(1251, 1252]",1.73826806608119e-06
All,1253,"(1252, 1253]",1.3936969080403218e-06
All,1254,"(1253, 1254]",4.095650647258927e-06
All,1255,"(1254, 1255]",2.9578711179029136e-06
All,1256,"(1255, 1256]",2.027921503695291e-06
All,1257,"(1256, 1257]",1.0711653320236431e-05
All,1258,"(1257, 1258]",3.3411065561543524e-06
All,1259,"(1258, 1259]",1.9966509575942438e-06
All,1260,"(1259, 1260]",1.0053708528714668e-06
All,1261,"(1260, 1261]",2.5902494502420263e-06
All,1262,"(1261, 1262]",1.7447367653376037e-06
All,1263,"(1262, 1263]",2.7404151119637498e-06
All,1264,"(1263, 1264]",3.7594280447669016e-06
All,1265,"(1264, 1265]",4.595797907291775e-06
All,1266,"(1265, 1266]",7.138392014071308e-07
All,1267,"(1266, 1267]",8.433908783433369e-07
All,1268,"(1267, 1268]",5.162290668629879e-06
All,1269,"(1268, 1269]",1.558483705913881e-06
All,1270,"(1269, 1270]",1.264747665904001e-06
All,1271,"(1270, 1271]",1.4916249306715542e-06
All,1272,"(1271, 1272]",5.234008343048243e-07
All,1273,"(1272, 1273]",5.622754004752158e-07
All,1274,"(1273, 1274]",1.043127359877392e-06
All,1275,"(1274, 1275]",8.606611939645351e-07
All,1276,"(1275, 1276]",2.0684245196175125e-06
All,1277,"(1276, 1277]",3.2843495376548857e-06
All,1278,"(1277, 1278]",1.0490498952733567e-05
All,1279,"(1278, 1279]",1.420127167827388e-06
All,1280,"(1279, 1280]",9.290737193896793e-07
All,1281,"(1280, 1281]",4.072142799738401e-06
All,1282,"(1281, 1282]",1.756631618445123e-06
All,1283,"(1282, 1283]",1.348505381318471e-06
All,1284,"(1283, 1284]",1.4405962361413366e-05
All,1285,"(1284, 1285]",3.154787123473373e-06
All,1286,"(1285, 1286]",7.058265466196339e-06
All,1287,"(1286, 1287]",4.923751775403448e-06
All,1288,"(1287, 1288]",1.5559781772221602e-06
All,1289,"(1288, 1289]",2.318570281774916e-06
All,1290,"(1289, 1290]",6.2950203767286e-07
All,1291,"(1290, 1291]",8.293385787872758e-06
All,1292,"(1291, 1292]",1.2296012299972805e-06
All,1293,"(1292, 1293]",7.682417870982778e-07
All,1294,"(1293, 1294]",1.8359651454357758e-06
All,1295,"(1294, 1295]",6.388937614250032e-07
All,1296,"(1295, 1296]",1.0916529866047402e-06
All,1297,"(1296, 1297]",1.9537331991256636e-06
All,1298,"(1297, 1298]",1.1544423139953827e-06
All,1299,"(1298, 1299]",1.9881215410292893e-06
All,1300,"(1299, 1300]",3.2152043961434527e-06
All,1301,"(1300, 1301]",4.1328022684102005e-07
All,1302,"(1301, 1302]",9.267445378104669e-07
All,1303,"(1302, 1303]",5.969688302006193e-07
All,1304,"(1303, 1304]",1.5734823350928715e-06
All,1305,"(1304, 1305]",1.1737687397330154e-06
All,1306,"(1305, 1306]",9.529935106915894e-07
All,1307,"(1306, 1307]",6.665279765251008e-07
All,1308,"(1307, 1308]",8.591168384244396e-07
All,1309,"(1308, 1309]",7.769908865386196e-07
All,1310,"(1309, 1310]",2.542734548179486e-07
All,1311,"(1310, 1311]",2.3277050193740348e-06
All,1312,"(1311, 1312]",1.473444462954662e-06
All,1313,"(1312, 1313]",1.346620167570833e-06
All,1314,"(1313, 1314]",2.1804671538566416e-06
All,1315,"(1314, 1315]",3.651264275537785e-07
All,1316,"(1315, 1316]",2.0786467306887388e-06
All,1317,"(1316, 1317]",7.03439143354837e-07
All,1318,"(1317, 1318]",2.1469197246381285e-06
All,1319,"(1318, 1319]",5.00122216710893e-07
All,1320,"(1319, 1320]",4.366361135799615e-06
All,1321,"(1320, 1321]",1.1361996689781527e-06
All,1322,"(1321, 1322]",2.1950742055607243e-06
All,1323,"(1322, 1323]",2.215077085354451e-06
All,1324,"(1323, 1324]",1.2515140823862138e-06
All,1325,"(1324, 1325]",3.4677955042937877e-06
All,1326,"(1325, 1326]",6.675861574171592e-07
All,1327,"(1326, 1327]",5.342818508212552e-07
All,1328,"(1327, 1328]",1.3662563486271387e-06
All,1329,"(1328, 1329]",8.048783010162659e-07
All,1330,"(1329, 1330]",2.170375384167206e-06
All,1331,"(1330, 1331]",2.331335141417067e-06
All,1332,"(1331, 1332]",7.819370018386121e-07
All,1333,"(1332, 1333]",4.95272965115556e-07
All,1334,"(1333, 1334]",2.909940680842124e-06
All,1335,"(1334, 1335]",3.730118888718642e-07
All,1336,"(1335, 1336]",9.888491040884874e-07
All,1337,"(1336, 1337]",1.8873940565968522e-06
All,1338,"(1337, 1338]",2.2391687523452884e-07
All,1339,"(1338, 1339]",2.8961014710765134e-07
All,1340,"(1339, 1340]",4.0869046160678107e-07
All,1341,"(1340, 1341]",9.444443499489067e-08
All,1342,"(1341, 1342]",7.804374747254447e-07
All,1343,"(1342, 1343]",7.770719874434788e-07
All,1344,"(1343, 1344]",2.3353048923580652e-06
All,1345,"(1344, 1345]",6.665665487468056e-06
All,1346,"(1345, 1346]",4.005920704643791e-05
All,1347,"(1346, 1347]",4.038256750012812e-07
All,1348,"(1347, 1348]",1.1531692536951805e-06
All,1349,"(1348, 1349]",3.960090485162512e-06
All,1350,"(1349, 1350]",3.4119364840855415e-06
All,1351,"(1350, 1351]",1.5891795146553976e-06
All,1352,"(1351, 1352]",3.910545490689509e-06
All,1353,"(1352, 1353]",3.195514071154307e-06
All,1354,"(1353, 1354]",1.3732594337550907e-06
All,1355,"(1354, 1355]",6.432684956522608e-07
All,1356,"(1355, 1356]",1.3582577998501722e-06
All,1357,"(1356, 1357]",4.2453254025705795e-06
All,1358,"(1357, 1358]",1.6180480824190913e-06
All,1359,"(1358, 1359]",4.4473916345527855e-07
All,1360,"(1359, 1360]",3.56831430226098e-07
All,1361,"(1360, 1361]",2.539863902796361e-06
All,1362,"(1361, 1362]",1.3127992089511537e-06
All,1363,"(1362, 1363]",1.6442596046124852e-07
All,1364,"(1363, 1364]",3.827986680780147e-07
All,1365,"(1364, 1365]",1.7253243498387855e-06
All,1366,"(1365, 1366]",2.8228474965797697e-06
All,1367,"(1366, 1367]",5.4247033220952776e-06
All,1368,"(1367, 1368]",2.5934038943403437e-06
All,1369,"(1368, 1369]",8.601309595912776e-07
All,1370,"(1369, 1370]",1.3823363647106933e-06
All,1371,"(1370, 1371]",4.072351163143275e-06
All,1372,"(1371, 1372]",2.7543965085007285e-06
All,1373,"(1372, 1373]",7.679425247225539e-07
All,1374,"(1373, 1374]",1.7742583586113537e-06
All,1375,"(1374, 1375]",1.6363604979374961e-06
All,1376,"(1375, 1376]",8.105812863255518e-07
All,1377,"(1376, 1377]",7.737990589172162e-07
All,1378,"(1377, 1378]",3.001425825022601e-06
All,1379,"(1378, 1379]",4.3426761489187075e-07
All,1380,"(1379, 1380]",2.7660833091826844e-07
All,1381,"(1380, 1381]",1.5699346579722954e-06
All,1382,"(1381, 1382]",1.7395738260656041e-06
All,1383,"(1382, 1383]",1.6627715917042363e-06
All,1384,"(1383, 1384]",8.5072737608038e-07
All,1385,"(1384, 1385]",3.5017761881891087e-06
All,1386,"(1385, 1386]",4.709217710883375e-06
All,1387,"(1386, 1387]",2.4438084703561263e-06
All,1388,"(1387, 1388]",4.360859348066031e-06
All,1389,"(1388, 1389]",2.2933795596277768e-06
All,1390,"(1389, 1390]",3.377044323444761e-06
All,1391,"(1390, 1391]",8.251768787361146e-07
All,1392,"(1391, 1392]",9.494984643941881e-07
All,1393,"(1392, 1393]",1.206345198126396e-06
All,1394,"(1393, 1394]",5.861516116616978e-07
All,1395,"(1394, 1395]",8.248954693580109e-07
All,1396,"(1395, 1396]",4.334889568582421e-06
All,1397,"(1396, 1397]",1.0535776248899992e-06
All,1398,"(1397, 1398]",5.028891286265898e-06
All,1399,"(1398, 1399]",6.498674163785176e-07
All,1400,"(1399, 1400]",6.461794217686449e-06
All,1401,"(1400, 1401]",5.6366069346447946e-08
All,1402,"(1401, 1402]",9.551094847450435e-07
All,1403,"(1402, 1403]",4.0615738457552765e-06
All,1404,"(1403, 1404]",6.601687271400368e-06
All,1405,"(1404, 1405]",7.982748650919806e-06
All,1406,"(1405, 1406]",2.4558445140730123e-06
All,1407,"(1406, 1407]",4.582224986261374e-07
All,1408,"(1407, 1408]",2.5268113193287625e-06
All,1409,"(1408, 1409]",2.195444026924488e-07
All,1410,"(1409, 1410]",6.29875467879962e-07
All,1411,"(1410, 1411]",1.0374608374959337e-06
All,1412,"(1411, 1412]",1.6798843991739302e-06
All,1413,"(1412, 1413]",2.624125451668911e-06
All,1414,"(1413, 1414]",6.2059972204063726e-06
All,1415,"(1414, 1415]",5.755400251922742e-06
All,1416,"(1415, 1416]",2.0738568077268198e-06
All,1417,"(1416, 1417]",3.3729130754279283e-06
All,1418,"(1417, 1418]",3.1855649694334673e-06
All,1419,"(1418, 1419]",1.5641216968090189e-06
All,1420,"(1419, 1420]",7.991821233053764e-06
All,1421,"(1420, 1421]",2.682492409524606e-06
All,1422,"(1421, 1422]",1.6379398309797606e-06
All,1423,"(1422, 1423]",3.390858711391727e-06
All,1424,"(1423, 1424]",2.1538029212422255e-06
All,1425,"(1424, 1425]",3.838428204147223e-06
All,1426,"(1425, 1426]",6.768675750060604e-06
All,1427,"(1426, 1427]",3.3127198729498997e-06
All,1428,"(1427, 1428]",8.979858242033089e-07
All,1429,"(1428, 1429]",2.1878009018716094e-06
All,1430,"(1429, 1430]",2.5399340376381416e-06
All,1431,"(1430, 1431]",2.4023634675830164e-06
All,1432,"(1431, 1432]",6.869749104875498e-06
All,1433,"(1432, 1433]",1.145487236062235e-06
All,1434,"(1433, 1434]",1.348737391175586e-06
All,1435,"(1434, 1435]",2.2773332903610203e-06
All,1436,"(1435, 1436]",5.832600485200419e-06
All,1437,"(1436, 1437]",2.1980816543120744e-06
All,1438,"(1437, 1438]",9.173778225321826e-06
All,1439,"(1438, 1439]",1.960065812820766e-06
All,1440,"(1439, 1440]",4.34473370058546e-06
All,1441,"(1440, 1441]",1.1961689864075472e-06
All,1442,"(1441, 1442]",1.4002318151289316e-06
All,1443,"(1442, 1443]",9.765817072566621e-07
All,1444,"(1443, 1444]",1.132468986417736e-06
All,1445,"(1444, 1445]",2.0610086923634204e-06
All,1446,"(1445, 1446]",1.5986997325774316e-06
All,1447,"(1446, 1447]",9.036467172112139e-07
All,1448,"(1447, 1448]",1.2141882429093558e-06
All,1449,"(1448, 1449]",1.5351498979491652e-06
All,1450,"(1449, 1450]",7.40109141259383e-07
All,1451,"(1450, 1451]",6.14603660232524e-07
All,1452,"(1451, 1452]",1.742407472997523e-06
All,1453,"(1452, 1453]",5.324641784268822e-07
All,1454,"(1453, 1454]",5.431302484412172e-07
All,1455,"(1454, 1455]",1.2195705747275385e-06
All,1456,"(1455, 1456]",6.176964115085387e-07
All,1457,"(1456, 1457]",1.741049779692033e-06
All,1458,"(1457, 1458]",1.8559018470056225e-07
All,1459,"(1458, 1459]",1.3818620493552743e-06
All,1460,"(1459, 1460]",1.8747278185296335e-06
All,1461,"(1460, 1461]",1.069327107913868e-06
All,1462,"(1461, 1462]",1.2993222773522454e-06
All,1463,"(1462, 1463]",1.479768037141082e-06
All,1464,"(1463, 1464]",4.246184944837905e-07
All,1465,"(1464, 1465]",1.5278489695504688e-06
All,1466,"(1465, 1466]",7.110044988806936e-07
All,1467,"(1466, 1467]",2.308877313153309e-07
All,1468,"(1467, 1468]",1.8505059577790097e-06
All,1469,"(1468, 1469]",2.965827751251188e-07
All,1470,"(1469, 1470]",2.9393816846551927e-07
All,1471,"(1470, 1471]",2.770779964460794e-07
All,1472,"(1471, 1472]",1.1652888332386229e-07
All,1473,"(1472, 1473]",4.183693673981225e-07
All,1474,"(1473, 1474]",2.22463137422262e-07
All,1475,"(1474, 1475]",1.9849036576670667e-06
All,1476,"(1475, 1476]",5.714105682459451e-07
All,1477,"(1476, 1477]",6.46859932752853e-07
All,1478,"(1477, 1478]",3.325397869289705e-07
All,1479,"(1478, 1479]",6.105717572896497e-07
All,1480,"(1479, 1480]",4.2095109127181025e-06
All,1481,"(1480, 1481]",1.7057186560739965e-06
All,1482,"(1481, 1482]",7.383246481666254e-08
All,1483,"(1482, 1483]",9.292671429569182e-07
All,1484,"(1483, 1484]",8.051880225621234e-07
All,1485,"(1484, 1485]",3.666684868038552e-06
All,1486,"(1485, 1486]",6.634837981523308e-07
All,1487,"(1486, 1487]",1.828838279852566e-07
All,1488,"(1487, 1488]",2.414541019499676e-09
All,1489,"(1488, 1489]",3.5195369416126843e-07
All,1490,"(1489, 1490]",1.5491078415289097e-06
All,1491,"(1490, 1491]",4.716155403783327e-07
All,1492,"(1491, 1492]",3.8881931590273824e-07
All,1493,"(1492, 1493]",8.761215315258731e-07
All,1494,"(1493, 1494]",0.0
All,1495,"(1494, 1495]",2.2674632921030235e-06
All,1496,"(1495, 1496]",3.170122861961779e-07
All,1497,"(1496, 1497]",3.185642680452933e-07
All,1498,"(1497, 1498]",7.887229740898452e-09
All,1499,"(1498, 1499]",6.424919450027216e-07
All,1500,"(1499, 1500]",2.815718671520092e-07
F,1,"(0, 1]",0.25758274165646255
F,2,"(1, 2]",0.08837471958959364
F,3,"(2, 3]",0.06747642505900035
F,4,"(3, 4]",0.04410411578425986
F,5,"(4, 5]",0.03747353969827178
F,6,"(5, 6]",0.029754122285784213
F,7,"(6, 7]",0.024215249121325184
F,8,"(7, 8]",0.021376668740374083
F,9,"(8, 9]",0.020688892807712286
F,10,"(9, 10]",0.017060592343166644
F,11,"(10, 11]",0.014995544545266054
F,12,"(11, 12]",0.01543717106404168
F,13,"(12, 13]",0.014544090015684427
F,14,"(13, 14]",0.012758757651319204
F,15,"(14, 15]",0.011818367209506403
F,16,"(15, 16]",0.010515097629361082
F,17,"(16, 17]",0.009936903512708753
F,18,"(17, 18]",0.00774763161957057
F,19,"(18, 19]",0.009190243793369626
F,20,"(19, 20]",0.008728026717753393
F,21,"(20, 21]",0.005959543272299079
F,22,"(21, 22]",0.00504437368004774
F,23,"(22, 23]",0.004766199315709268
F,24,"(23, 24]",0.0044423501186086735
F,25,"(24, 25]",0.004210369535389332
F,26,"(25, 26]",0.004322836301821083
F,27,"(26, 27]",0.0038967531497238594
F,28,"(27, 28]",0.0038652835129705603
F,29,"(28, 29]",0.004671064704721731
F,30,"(29, 30]",0.004004776530778058
F,31,"(30, 31]",0.003243224678717727
F,32,"(31, 32]",0.0028172341961097015
F,33,"(32, 33]",0.0029769137052998015
F,34,"(33, 34]",0.0031199815229715337
F,35,"(34, 35]",0.002800580055381954
F,36,"(35, 36]",0.0023238806806418124
F,37,"(36, 37]",0.0022073667040302166
F,38,"(37, 38]",0.0019875579530262417
F,39,"(38, 39]",0.0026713434658063315
F,40,"(39, 40]",0.0019078856592875807
F,41,"(40, 41]",0.0018373533856109946
F,42,"(41, 42]",0.002157228403799015
F,43,"(42, 43]",0.0016567290300221842
F,44,"(43, 44]",0.0017033111065348778
F,45,"(44, 45]",0.0014081243654427505
F,46,"(45, 46]",0.0016325806114963213
F,47,"(46, 47]",0.0015089058559191579
F,48,"(47, 48]",0.0016572444893468068
F,49,"(48, 49]",0.0014072198307481384
F,50,"(49, 50]",0.0013537106477977568
F,51,"(50, 51]",0.0016731093914185244
F,52,"(51, 52]",0.0011532884152205636
F,53,"(52, 53]",0.0011256428723077317
F,54,"(53, 54]",0.0013983169152872517
F,55,"(54, 55]",0.0013645513168676572
F,56,"(55, 56]",0.0014106935618024873
F,57,"(56, 57]",0.0014505519311026375
F,58,"(57, 58]",0.0016153728602237391
F,59,"(58, 59]",0.0010897267571510108
F,60,"(59, 60]",0.0013540934403284042
F,61,"(60, 61]",0.001084963271720349
F,62,"(61, 62]",0.0012009173020907022
F,63,"(62, 63]",0.0011933131492366047
F,64,"(63, 64]",0.0010824920553296135
F,65,"(64, 65]",0.0011515849984148714
F,66,"(65, 66]",0.0013070143142316002
F,67,"(66, 67]",0.001110649859048701
F,68,"(67, 68]",0.0011889371707190972
F,69,"(68, 69]",0.0010871390541454572
F,70,"(69, 70]",0.0007242945600140073
F,71,"(70, 71]",0.0006662780223272613
F,72,"(71, 72]",0.0009741722236187647
F,73,"(72, 73]",0.0008418657565961282
F,74,"(73, 74]",0.0009013394554437645
F,75,"(74, 75]",0.0009239969253988529
F,76,"(75, 76]",0.0007497121383402198
F,77,"(76, 77]",0.0010333105519829621
F,78,"(77, 78]",0.0009403854734749688
F,79,"(78, 79]",0.0009853651423835028
F,80,"(79, 80]",0.0008215128941039587
F,81,"(80, 81]",0.0008572834934244271
F,82,"(81, 82]",0.0008828651364692695
F,83,"(82, 83]",0.0011045457065915444
F,84,"(83, 84]",0.0009179263461954421
F,85,"(84, 85]",0.0008838128532956717
F,86,"(85, 86]",0.0009647790409862488
F,87,"(86, 87]",0.0008167914335896515
F,88,"(87, 88]",0.0015150898742192379
F,89,"(88, 89]",0.0013547978911038975
F,90,"(89, 90]",0.0007792639910076203
F,91,"(90, 91]",0.0007107246127741664
F,92,"(91, 92]",0.0006853563206624986
F,93,"(92, 93]",0.0009339683876352121
F,94,"(93, 94]",0.0005991279137989899
F,95,"(94, 95]",0.0005894506981079456
F,96,"(95, 96]",0.000571477421718061
F,97,"(96, 97]",0.0006079358794259845
F,98,"(97, 98]",0.000602846298827771
F,99,"(98, 99]",0.000562926822625547
F,100,"(99, 100]",0.0007090803260266316
F,101,"(100, 101]",0.00043826923038542577
F,102,"(101, 102]",0.0004081961428706994
F,103,"(102, 103]",0.00033931730871435725
F,104,"(103, 104]",0.0004941029981243602
F,105,"(104, 105]",0.00047852586907743295
F,106,"(105, 106]",0.00047017954168835605
F,107,"(106, 107]",0.0004843621576143287
F,108,"(107, 108]",0.0003953079767321334
F,109,"(108, 109]",0.0003894003782292336
F,110,"(109, 110]",0.0005393448371037208
F,111,"(110, 111]",0.0005817444559075794
F,112,"(111, 112]",0.0003279006329765792
F,113,"(112, 113]",0.0003755899721440413
F,114,"(113, 114]",0.0003755934882030587
F,115,"(114, 115]",0.00046566559360322444
F,116,"(115, 116]",0.0005450023598348314
F,117,"(116, 117]",0.0004715452478294365
F,118,"(117, 118]",0.0005754941465700835
F,119,"(118, 119]",0.0005380024902399045
F,120,"(119, 120]",0.00035621742458678417
F,121,"(120, 121]",0.0004773768417391302
F,122,"(121, 122]",0.00037743896224478143
F,123,"(122, 123]",0.00039277725212225463
F,124,"(123, 124]",0.0003689704228376029
F,125,"(124, 125]",0.0004910452936328706
F,126,"(125, 126]",0.0006195293842770704
F,127,"(126, 127]",0.000414958899726244
F,128,"(127, 128]",0.0003575809788016628
F,129,"(128, 129]",0.0005632184041945514
F,130,"(129, 130]",0.0004295738579400464
F,131,"(130, 131]",0.0002569105970093622
F,132,"(131, 132]",0.0004143704190818738
F,133,"(132, 133]",0.0004951617376117613
F,134,"(133, 134]",0.0006097523446681888
F,135,"(134, 135]",0.0004365482755075785
F,136,"(135, 136]",0.0008863398043761231
F,137,"(136, 137]",0.000636057641450672
F,138,"(137, 138]",0.0004757965277331518
F,139,"(138, 139]",0.0003760465315022321
F,140,"(139, 140]",0.00028878652356215215
F,141,"(140, 141]",0.000525670398897559
F,142,"(141, 142]",0.00028485357102192647
F,143,"(142, 143]",0.0004876167004686018
